,EN,DATA,ERR-S
2207,827880.0,6.3886,0.062303
2208,828100.0,8.174,0.0664
2209,828320.0,9.5182,0.069486
2210,828530.0,8.5987,0.066919
2211,828750.0,6.1761,0.063075
2212,828960.0,4.4831,0.059801
2213,829180.0,3.5586,0.05765
2214,829390.0,2.8152,0.056214
2215,829610.0,2.6802,0.055875
2216,829820.0,2.4453,0.055698
2217,830040.0,2.3773,0.05558
2218,830260.0,2.1711,0.055247
2219,830470.0,2.1268,0.054307
2220,830690.0,2.0668,0.055096
2221,830900.0,1.9211,0.054471
2222,831120.0,1.8711,0.054434
2223,831340.0,1.9234,0.054376
2224,831550.0,1.7733,0.054564
2225,831770.0,1.838,0.054252
2226,831990.0,1.7526,0.054462
2227,832200.0,1.6266,0.054113
2228,832420.0,1.7012,0.054139
2229,832640.0,1.674,0.054042
2230,832860.0,1.6392,0.05443
2231,833070.0,1.7827,0.054141
2232,833290.0,2.5239,0.055651
2233,833510.0,3.1629,0.055818
2234,833720.0,2.8182,0.055824
2235,833940.0,2.3027,0.054241
2236,834160.0,2.1503,0.054268
2237,834380.0,2.1414,0.05399
2238,834590.0,2.4984,0.054421
2239,834810.0,3.1119,0.055402
2240,835030.0,4.3181,0.058649
2241,835250.0,6.5479,0.062668
2242,835470.0,7.7233,0.064668
2243,835680.0,6.6101,0.063351
2244,835900.0,4.7319,0.059658
2245,836120.0,3.5924,0.057204
2246,836340.0,2.6273,0.055736
2247,836560.0,2.1486,0.054666
2248,836780.0,1.7441,0.053962
2249,836990.0,1.5469,0.054058
2250,837210.0,1.3108,0.054061
2251,837430.0,1.075,0.053126
2252,837650.0,1.3179,0.054444
2253,837870.0,1.8712,0.054792
2254,838090.0,2.2076,0.055082
2255,838310.0,1.7245,0.053748
2256,838530.0,1.2308,0.053521
2257,838750.0,1.4991,0.05319
2258,838970.0,1.8126,0.054133
2259,839190.0,2.3853,0.054629
2260,839410.0,3.0679,0.056413
2261,839620.0,3.4633,0.056771
2262,839840.0,3.7312,0.057169
2263,840060.0,3.8952,0.056898
2264,840280.0,3.8828,0.057751
2265,840510.0,3.9249,0.057238
2266,840720.0,3.7091,0.057487
2267,840940.0,3.4772,0.056265
2268,841170.0,3.3967,0.056782
2269,841390.0,3.3127,0.05598
2270,841610.0,3.1374,0.055722
2271,841830.0,2.9834,0.055112
2272,842050.0,2.9275,0.055529
2273,842270.0,2.9538,0.055556
2274,842490.0,2.8428,0.055532
2275,842710.0,2.7341,0.055941
2276,842930.0,2.7076,0.05531
2277,843150.0,2.6572,0.055035
2278,843370.0,2.9324,0.055384
2279,843590.0,2.8583,0.055815
2280,843820.0,3.0884,0.056225
2281,844040.0,3.4829,0.057011
2282,844260.0,3.9136,0.05819
2283,844480.0,5.0391,0.059674
2284,844700.0,6.7516,0.064557
2285,844920.0,8.9372,0.068692
2286,845150.0,10.054,0.070464
2287,845370.0,8.9599,0.067203
2288,845590.0,7.0978,0.062865
2289,845810.0,5.5077,0.05956
2290,846030.0,4.4852,0.058338
2291,846260.0,3.8096,0.056995
2292,846480.0,3.2873,0.056592
2293,846700.0,2.995,0.055612
2294,846920.0,2.7674,0.055248
2295,847150.0,2.5815,0.05464
2296,847370.0,2.3824,0.055394
2297,847590.0,2.4092,0.054953
2298,847810.0,2.2524,0.055382
2299,848040.0,2.2754,0.053979
2300,848260.0,2.0503,0.053989
2301,848480.0,2.0365,0.053605
2302,848710.0,1.8837,0.054052
2303,848930.0,1.9969,0.054298
2304,849150.0,1.726,0.054524
2305,849380.0,1.9668,0.053955
2306,849600.0,1.9913,0.054033
2307,849820.0,2.1944,0.055724
2308,850050.0,2.8108,0.056568
2309,850270.0,2.3618,0.056098
2310,850500.0,1.7977,0.054496
2311,850720.0,1.3054,0.053792
2312,850940.0,1.3822,0.053818
2313,851170.0,1.751,0.054745
2314,851390.0,2.7676,0.05656
2315,851620.0,4.0348,0.057511
2316,851840.0,3.3429,0.057247
2317,852070.0,2.3007,0.05495
2318,852290.0,1.6663,0.053879
2319,852520.0,1.569,0.053365
2320,852740.0,1.3834,0.053539
2321,852970.0,1.2792,0.053015
2322,853190.0,1.1113,0.053403
2323,853420.0,1.1719,0.052593
2324,853640.0,1.0801,0.052572
2325,853870.0,0.85827,0.052566
2326,854090.0,0.86508,0.052871
2327,854320.0,1.0314,0.052626
2328,854540.0,0.86844,0.053167
2329,854770.0,1.0223,0.052876
2330,854990.0,0.9418,0.053452
2331,855220.0,1.2222,0.052776
2332,855450.0,1.4022,0.053662
2333,855670.0,1.5924,0.053771
2334,855900.0,2.0333,0.054429
2335,856120.0,2.3167,0.055016
2336,856350.0,2.7394,0.055921
2337,856580.0,3.082,0.055958
2338,856800.0,3.5123,0.055811
2339,857030.0,3.525,0.056827
2340,857260.0,3.6086,0.056709
2341,857480.0,3.8625,0.056982
2342,857710.0,3.8489,0.057527
2343,857940.0,3.9518,0.057765
2344,858160.0,3.9136,0.057697
2345,858390.0,4.3267,0.057952
2346,858620.0,4.6202,0.058376
2347,858840.0,4.1174,0.056927
2348,859070.0,3.6311,0.057153
2349,859300.0,3.2961,0.056147
2350,859530.0,3.2037,0.055888
2351,859760.0,3.3274,0.055975
2352,859980.0,3.2075,0.056562
2353,860210.0,3.0693,0.055597
2354,860440.0,3.0023,0.055593
2355,860670.0,2.8858,0.055022
2356,860890.0,2.7539,0.055505
2357,861120.0,2.9968,0.055236
2358,861350.0,2.7691,0.055524
2359,861580.0,2.843,0.055272
2360,861810.0,2.9751,0.05618
2361,862040.0,3.6022,0.05649
2362,862270.0,3.5846,0.056893
2363,862490.0,3.1043,0.055031
2364,862720.0,2.9085,0.054937
2365,862950.0,2.6022,0.054982
2366,863180.0,2.8384,0.055386
2367,863410.0,2.4708,0.054791
2368,863640.0,2.7142,0.055231
2369,863870.0,3.0069,0.054984
2370,864100.0,3.2861,0.055092
2371,864330.0,4.0636,0.057978
2372,864560.0,5.7471,0.061323
2373,864790.0,7.9895,0.065724
2374,865020.0,9.0367,0.067677
2375,865250.0,8.0685,0.065816
2376,865480.0,6.5393,0.062485
2377,865710.0,5.0183,0.060255
2378,865940.0,3.8716,0.05825
2379,866170.0,3.6627,0.056677
2380,866400.0,4.1527,0.058593
2381,866630.0,4.5669,0.058967
2382,866860.0,4.4641,0.057925
2383,867090.0,4.1137,0.056977
2384,867320.0,3.8866,0.056695
2385,867550.0,3.6784,0.055886
2386,867780.0,3.4583,0.055932
2387,868010.0,3.3304,0.055401
2388,868240.0,3.2553,0.055412
2389,868470.0,3.4206,0.055316
2390,868700.0,3.4618,0.055855
2391,868940.0,3.3982,0.055815
2392,869170.0,2.9666,0.055832
2393,869400.0,3.0063,0.05544
2394,869630.0,3.0267,0.056331
2395,869860.0,2.7896,0.055189
2396,870090.0,2.9089,0.055787
2397,870320.0,2.8617,0.055505
2398,870560.0,2.8845,0.055609
2399,870790.0,2.9766,0.055739
2400,871020.0,3.2109,0.056352
2401,871250.0,3.3597,0.055765
2402,871480.0,3.6721,0.055933
2403,871720.0,3.8313,0.057394
2404,871950.0,3.9872,0.05776
2405,872180.0,4.4037,0.058234
2406,872420.0,5.1166,0.059731
2407,872650.0,5.414,0.060439
2408,872880.0,4.99,0.059341
2409,873110.0,4.3395,0.058268
2410,873350.0,3.9053,0.057459
2411,873580.0,3.6744,0.055519
2412,873810.0,3.2396,0.056206
2413,874050.0,3.1898,0.055756
2414,874280.0,3.6734,0.056773
2415,874510.0,4.32,0.058058
2416,874750.0,4.7989,0.059287
2417,874980.0,4.0061,0.057452
2418,875220.0,3.3682,0.05668
2419,875450.0,3.0573,0.055696
2420,875680.0,2.7545,0.05525
2421,875920.0,2.6713,0.054534
2422,876150.0,2.5044,0.05489
2423,876390.0,2.3876,0.054602
2424,876620.0,2.4556,0.054805
2425,876850.0,2.3177,0.054382
2426,877090.0,2.2912,0.055135
2427,877320.0,2.8326,0.054806
2428,877560.0,3.3657,0.055845
2429,877790.0,3.0232,0.05551
2430,878030.0,2.451,0.054638
2431,878260.0,2.2544,0.054031
2432,878500.0,1.9301,0.054412
2433,878730.0,2.0954,0.054663
2434,878970.0,2.0883,0.054573
2435,879200.0,2.0003,0.055073
2436,879440.0,1.8301,0.054197
2437,879670.0,1.6584,0.053835
2438,879910.0,1.544,0.053743
2439,880150.0,1.5915,0.053744
2440,880380.0,1.5643,0.053547
2441,880620.0,1.363,0.053528
2442,880850.0,1.2735,0.053293
2443,881090.0,1.2663,0.052387
2444,881330.0,1.1453,0.053642
2445,881560.0,1.0379,0.053005
2446,881800.0,1.1246,0.052556
2447,882040.0,1.4708,0.052184
2448,882270.0,2.0242,0.053161
2449,882510.0,2.6135,0.054473
2450,882750.0,3.2993,0.056175
2451,882980.0,3.6109,0.056178
2452,883220.0,3.7094,0.05642
2453,883460.0,3.8131,0.05606
2454,883690.0,3.6657,0.056523
2455,883930.0,3.7142,0.05622
2456,884170.0,3.6878,0.056771
2457,884410.0,3.4906,0.056129
2458,884640.0,3.2585,0.056494
2459,884880.0,3.4229,0.05574
2460,885120.0,3.2133,0.056133
2461,885360.0,2.9095,0.055518
2462,885600.0,2.853,0.055453
2463,885830.0,2.7676,0.055127
2464,886070.0,2.8163,0.055266
2465,886310.0,2.5151,0.054572
2466,886550.0,2.488,0.053918
2467,886790.0,2.4414,0.054593
2468,887030.0,2.6375,0.054785
2469,887260.0,2.7032,0.054965
2470,887500.0,3.8062,0.056734
2471,887740.0,4.7128,0.058186
2472,887980.0,4.0689,0.05682
2473,888220.0,3.2117,0.055551
2474,888460.0,2.9141,0.05547
2475,888700.0,2.767,0.054213
2476,888940.0,2.8552,0.055106
2477,889180.0,2.6771,0.054624
2478,889420.0,2.8374,0.055216
2479,889660.0,3.1568,0.055582
2480,889900.0,3.3319,0.056155
2481,890140.0,3.8754,0.056558
2482,890380.0,3.8081,0.056801
2483,890620.0,3.338,0.055328
2484,890860.0,2.8809,0.054966
2485,891100.0,2.4269,0.0543
2486,891340.0,2.3229,0.054348
2487,891580.0,2.325,0.053773
2488,891820.0,2.1466,0.053903
2489,892060.0,2.0409,0.052803
2490,892300.0,2.0932,0.0535
2491,892540.0,2.2501,0.05322
2492,892780.0,2.0441,0.053657
2493,893020.0,2.0284,0.053383
2494,893260.0,1.9092,0.053291
2495,893500.0,1.9506,0.053225
2496,893740.0,1.8249,0.053224
2497,893990.0,1.8756,0.052668
2498,894230.0,1.8214,0.052312
2499,894470.0,1.6707,0.053024
2500,894710.0,1.6701,0.052788
2501,894950.0,1.6533,0.052683
2502,895190.0,1.5971,0.052531
2503,895440.0,1.4236,0.052246
2504,895680.0,1.4689,0.052275
2505,895920.0,1.6473,0.052855
2506,896160.0,2.118,0.053511
2507,896400.0,2.8446,0.053591
2508,896650.0,3.207,0.05499
2509,896890.0,2.6615,0.053619
2510,897130.0,2.1283,0.053038
2511,897380.0,1.8773,0.052756
2512,897620.0,1.4383,0.052656
2513,897860.0,1.5939,0.052649
2514,898100.0,1.6912,0.053012
2515,898350.0,1.5236,0.052369
2516,898590.0,1.6379,0.052436
2517,898830.0,1.7848,0.052682
2518,899080.0,2.3096,0.053806
2519,899320.0,3.1277,0.054556
2520,899560.0,3.5378,0.056323
2521,899810.0,3.4532,0.056422
2522,900050.0,3.4461,0.056637
2523,900300.0,3.3496,0.055075
2524,900540.0,3.0778,0.055166
2525,900780.0,3.3704,0.055422
2526,901030.0,4.1515,0.057339
2527,901270.0,5.2442,0.058937
2528,901520.0,4.8769,0.058208
2529,901760.0,4.1549,0.056064
2530,902010.0,4.033,0.05556
2531,902250.0,3.9008,0.057264
2532,902490.0,4.3449,0.057488
2533,902740.0,3.9697,0.05682
2534,902990.0,3.1266,0.055513
2535,903230.0,2.8516,0.054879
2536,903480.0,2.6806,0.054359
2537,903720.0,2.3688,0.053922
2538,903970.0,2.6323,0.054175
2539,904210.0,2.5282,0.053325
2540,904460.0,3.0203,0.054933
2541,904700.0,3.1504,0.054766
2542,904950.0,3.3685,0.055309
2543,905200.0,3.4454,0.054988
2544,905440.0,2.7925,0.054074
2545,905690.0,2.4928,0.053052
2546,905930.0,2.493,0.053218
2547,906180.0,2.4358,0.052669
2548,906430.0,2.3522,0.052894
2549,906670.0,2.1964,0.052526
2550,906920.0,2.2888,0.052829
2551,907170.0,2.2457,0.052662
2552,907410.0,2.1837,0.053184
2553,907660.0,2.3841,0.052704
2554,907910.0,2.3617,0.05355
2555,908150.0,3.2554,0.054119
2556,908400.0,3.9303,0.056183
2557,908650.0,3.4537,0.055329
2558,908900.0,2.161,0.053989
2559,909140.0,1.9581,0.053162
2560,909390.0,1.9609,0.053158
2561,909640.0,1.9531,0.052388
2562,909890.0,2.0391,0.052127
2563,910140.0,1.8951,0.053077
2564,910380.0,1.9414,0.052731
2565,910630.0,2.1493,0.052706
2566,910880.0,2.004,0.052686
2567,911130.0,2.0416,0.052542
2568,911380.0,1.8572,0.052403
2569,911620.0,1.845,0.052739
2570,911870.0,2.3454,0.053797
2571,912120.0,2.3579,0.052701
2572,912370.0,2.1853,0.053098
2573,912620.0,2.0873,0.052401
2574,912870.0,1.933,0.052112
2575,913120.0,1.7991,0.051311
2576,913370.0,1.8338,0.05139
2577,913620.0,1.8261,0.051229
2578,913870.0,2.2207,0.05236
2579,914120.0,2.7887,0.053537
2580,914360.0,3.4157,0.054327
2581,914610.0,2.9205,0.053195
2582,914860.0,2.8739,0.052985
2583,915110.0,3.3298,0.05354
2584,915370.0,4.1959,0.055657
2585,915610.0,4.8237,0.056397
2586,915860.0,5.2181,0.057835
2587,916120.0,4.6352,0.05551
2588,916370.0,3.6462,0.053914
2589,916620.0,2.6827,0.052104
2590,916870.0,2.0001,0.051692
2591,917120.0,1.9859,0.051496
2592,917370.0,1.8675,0.051563
2593,917620.0,1.5776,0.050848
2594,917870.0,1.327,0.050197
2595,918120.0,1.2401,0.050664
2596,918370.0,1.0644,0.050403
2597,918620.0,1.0504,0.050495
2598,918880.0,1.2706,0.050552
2599,919130.0,2.0325,0.051442
2600,919380.0,2.8763,0.053141
2601,919630.0,3.5125,0.054672
2602,919880.0,3.5962,0.055122
2603,920140.0,3.1015,0.053438
2604,920390.0,2.8173,0.05398
2605,920640.0,2.6424,0.052611
2606,920890.0,2.4115,0.051949
2607,921140.0,2.2854,0.051636
2608,921400.0,2.3534,0.05212
2609,921650.0,2.4483,0.052015
2610,921900.0,2.3174,0.051768
2611,922160.0,1.9951,0.050812
2612,922410.0,1.7868,0.051366
2613,922660.0,1.8862,0.051164
2614,922910.0,1.8545,0.051195
2615,923170.0,1.8174,0.051031
2616,923420.0,1.9185,0.051781
2617,923670.0,1.8658,0.051337
2618,923930.0,1.772,0.051897
2619,924180.0,1.7963,0.050783
2620,924440.0,1.7607,0.051239
2621,924690.0,1.8023,0.051155
2622,924940.0,2.0361,0.051548
2623,925200.0,2.5005,0.051943
2624,925450.0,3.4155,0.053493
2625,925710.0,4.0074,0.053848
2626,925960.0,3.5989,0.052607
2627,926220.0,3.3541,0.053392
2628,926470.0,3.86,0.054295
2629,926730.0,3.6194,0.053737
2630,926980.0,2.7809,0.05235
2631,927230.0,2.1703,0.051375
2632,927490.0,1.8427,0.050691
2633,927750.0,1.9442,0.050885
2634,928000.0,1.7328,0.050725
2635,928260.0,1.8847,0.050504
2636,928510.0,1.8578,0.050987
2637,928770.0,1.7017,0.050118
2638,929020.0,1.5995,0.049631
2639,929280.0,1.6724,0.049572
2640,929530.0,1.6277,0.049904
2641,929790.0,1.8033,0.04972
2642,930050.0,1.765,0.049816
2643,930300.0,1.5901,0.049615
2644,930560.0,1.7054,0.049977
2645,930810.0,1.5928,0.049622
2646,931070.0,1.7394,0.049944
2647,931330.0,1.7188,0.050101
2648,931590.0,1.7877,0.050283
2649,931840.0,1.77,0.049776
2650,932100.0,1.8509,0.050251
2651,932360.0,2.1209,0.049813
2652,932610.0,2.3314,0.05055
2653,932870.0,2.8694,0.051266
2654,933130.0,3.7586,0.052955
2655,933390.0,4.2535,0.053443
2656,933640.0,4.9418,0.0548
2657,933900.0,4.6646,0.053902
2658,934160.0,4.5641,0.053278
2659,934420.0,4.1771,0.053966
2660,934680.0,4.0337,0.053527
2661,934930.0,3.8661,0.05334
2662,935190.0,3.1998,0.052239
2663,935450.0,2.6817,0.051109
2664,935710.0,2.551,0.05074
2665,935970.0,1.9566,0.05001
2666,936220.0,1.7981,0.049767
2667,936480.0,1.5579,0.048738
2668,936740.0,1.4649,0.048764
2669,937000.0,1.3926,0.048105
2670,937260.0,1.4131,0.048294
2671,937520.0,1.3974,0.048163
2672,937780.0,1.3424,0.04837
2673,938040.0,1.2704,0.047748
2674,938300.0,1.8665,0.049021
2675,938560.0,1.9537,0.049285
2676,938820.0,1.8607,0.049554
2677,939080.0,1.3589,0.049054
2678,939340.0,1.4429,0.049234
2679,939600.0,1.3725,0.048577
2680,939860.0,1.2288,0.04864
2681,940120.0,1.2245,0.048126
2682,940380.0,1.0982,0.048213
2683,940640.0,1.1403,0.047207
2684,940900.0,0.98549,0.047471
2685,941160.0,1.1238,0.047254
2686,941420.0,1.0922,0.047603
2687,941680.0,1.7282,0.048229
2688,941940.0,2.305,0.04941
2689,942200.0,2.785,0.049734
2690,942470.0,2.5814,0.048642
2691,942730.0,2.7546,0.049783
2692,942990.0,2.7644,0.049749
2693,943250.0,2.3599,0.049333
2694,943510.0,2.0245,0.048884
2695,943770.0,2.0148,0.049466
2696,944040.0,2.0999,0.049265
2697,944300.0,1.987,0.049004
2698,944560.0,1.7111,0.048373
2699,944820.0,1.4785,0.04692
2700,945080.0,1.2949,0.047182
2701,945350.0,1.1713,0.046707
2702,945610.0,1.3181,0.047116
2703,945870.0,1.3329,0.047321
2704,946140.0,1.4688,0.047603
2705,946400.0,1.8671,0.047793
2706,946660.0,2.4455,0.049184
2707,946920.0,3.7681,0.050593
2708,947190.0,3.8606,0.051097
2709,947450.0,2.9359,0.049319
2710,947710.0,2.3287,0.048178
2711,947980.0,1.7215,0.047
2712,948240.0,1.856,0.047448
2713,948510.0,2.0679,0.047092
2714,948770.0,2.7245,0.048866
2715,949030.0,4.0204,0.050317
2716,949300.0,5.1452,0.052747
2717,949560.0,4.5211,0.05165
2718,949830.0,3.9167,0.050225
2719,950090.0,3.2712,0.048977
2720,950350.0,2.7636,0.048516
2721,950620.0,2.2565,0.047486
2722,950880.0,1.8888,0.046039
2723,951150.0,1.4373,0.046461
2724,951410.0,1.4551,0.046586
2725,951680.0,1.4598,0.045898
2726,951940.0,1.4057,0.045579
2727,952210.0,1.1037,0.045923
2728,952480.0,1.2989,0.046245
2729,952740.0,1.3481,0.04592
2730,953010.0,1.2459,0.045611
2731,953270.0,1.2492,0.044705
2732,953540.0,1.0447,0.045347
2733,953800.0,1.2466,0.0453
2734,954070.0,1.1999,0.045592
2735,954340.0,1.077,0.045378
2736,954600.0,1.0939,0.045188
2737,954870.0,0.98352,0.044571
2738,955140.0,0.94638,0.044849
2739,955400.0,1.2903,0.044817
2740,955670.0,1.0401,0.044682
2741,955940.0,1.0867,0.044472
2742,956200.0,1.0126,0.044415
2743,956470.0,1.0439,0.044341
2744,956740.0,1.0518,0.044596
2745,957000.0,1.0637,0.044316
2746,957270.0,1.0299,0.044739
2747,957540.0,1.2035,0.044415
2748,957810.0,1.2336,0.04482
2749,958070.0,1.4589,0.044572
2750,958340.0,2.1173,0.045169
2751,958610.0,2.4758,0.04553
2752,958880.0,2.019,0.045486
2753,959150.0,1.6247,0.044325
2754,959420.0,1.5438,0.043739
2755,959680.0,1.2075,0.044089
2756,959950.0,1.5529,0.044481
2757,960220.0,1.7,0.044704
2758,960490.0,2.2556,0.045538
2759,960760.0,3.0421,0.046547
2760,961030.0,4.2633,0.04829
2761,961300.0,5.3437,0.050157
2762,961570.0,5.8186,0.051191
2763,961840.0,6.6326,0.051787
2764,962110.0,7.0903,0.053543
2765,962380.0,6.6279,0.051912
2766,962650.0,5.6564,0.049842
2767,962910.0,4.7379,0.047991
2768,963180.0,4.5213,0.048031
2769,963450.0,4.2885,0.048014
2770,963720.0,4.0921,0.047742
2771,964000.0,4.0087,0.046937
2772,964270.0,4.0028,0.047193
2773,964540.0,3.7894,0.046762
2774,964810.0,3.695,0.046805
2775,965080.0,3.5704,0.04615
2776,965350.0,3.5592,0.046062
2777,965620.0,3.5171,0.045314
2778,965890.0,3.28,0.045277
2779,966160.0,3.0058,0.044527
2780,966430.0,2.8754,0.044581
2781,966700.0,2.8686,0.044543
2782,966980.0,2.7,0.044713
2783,967250.0,2.5868,0.044085
2784,967520.0,2.569,0.044018
2785,967790.0,2.7319,0.043874
2786,968060.0,3.4658,0.044528
2787,968340.0,4.6248,0.047224
2788,968610.0,5.8458,0.049255
2789,968880.0,6.6618,0.050596
2790,969150.0,6.1445,0.049947
2791,969420.0,5.8643,0.049338
2792,969700.0,5.8184,0.049618
2793,969970.0,5.7976,0.049823
2794,970240.0,5.2658,0.048984
2795,970520.0,4.7284,0.046807
2796,970790.0,4.2464,0.046886
2797,971060.0,3.909,0.04561
2798,971340.0,3.9292,0.045331
2799,971610.0,3.7442,0.044677
2800,971880.0,3.8226,0.044939
2801,972160.0,4.1645,0.045247
2802,972430.0,4.653,0.046512
2803,972700.0,5.7375,0.047861
2804,972980.0,6.1025,0.048711
2805,973250.0,5.6933,0.04808
2806,973530.0,5.368,0.047483
2807,973800.0,4.4205,0.045382
2808,974080.0,3.5116,0.044321
2809,974350.0,2.9319,0.042936
2810,974630.0,2.6443,0.042966
2811,974900.0,2.3613,0.041992
2812,975170.0,2.0775,0.041746
2813,975450.0,1.8443,0.041204
2814,975730.0,2.0333,0.04135
2815,976000.0,1.9275,0.041427
2816,976280.0,2.1335,0.041819
2817,976550.0,2.4983,0.042012
2818,976830.0,3.2063,0.042503
2819,977100.0,2.877,0.043032
2820,977380.0,2.7236,0.042621
2821,977660.0,3.159,0.042997
2822,977930.0,3.4158,0.043481
2823,978210.0,2.4707,0.042293
2824,978480.0,1.9132,0.041166
2825,978760.0,1.4603,0.040591
2826,979040.0,1.5203,0.040469
2827,979310.0,1.4637,0.039849
2828,979590.0,1.6512,0.040673
2829,979870.0,1.7186,0.040436
2830,980150.0,1.6905,0.040398
2831,980420.0,1.7996,0.040508
2832,980700.0,1.9226,0.040853
2833,980980.0,1.7067,0.040576
2834,981260.0,1.7702,0.040797
2835,981530.0,1.9927,0.04072
2836,981810.0,2.2803,0.041098
2837,982090.0,2.2428,0.04086
2838,982370.0,2.792,0.041295
2839,982640.0,2.9779,0.041442
2840,982920.0,3.2329,0.042225
2841,983200.0,3.1541,0.041982
2842,983480.0,3.1085,0.042432
2843,983760.0,3.0856,0.041514
2844,984040.0,2.6483,0.040864
2845,984320.0,2.6484,0.040453
2846,984590.0,2.7219,0.041025
2847,984870.0,2.8915,0.041052
2848,985150.0,3.0438,0.041623
2849,985430.0,3.1824,0.041589
2850,985710.0,3.6786,0.042029
2851,985990.0,3.4553,0.042501
2852,986270.0,3.5452,0.042256
2853,986550.0,3.7062,0.042108
2854,986830.0,3.512,0.041954
2855,987110.0,3.7334,0.042607
2856,987390.0,3.9219,0.042831
2857,987670.0,4.0113,0.043045
2858,987950.0,4.2238,0.043445
2859,988230.0,4.4931,0.043414
2860,988510.0,4.421,0.043997
2861,988790.0,4.1399,0.043138
2862,989080.0,3.7043,0.042367
2863,989360.0,3.4838,0.041811
2864,989640.0,3.1973,0.041564
2865,989920.0,3.0894,0.041083
2866,990200.0,3.191,0.041842
2867,990480.0,4.0427,0.042817
2868,990760.0,4.1491,0.04332
2869,991050.0,3.4357,0.041557
2870,991330.0,2.7081,0.040749
2871,991610.0,2.4035,0.040008
2872,991890.0,2.4022,0.040694
2873,992170.0,2.3306,0.040326
2874,992450.0,2.1997,0.040492
2875,992740.0,2.0518,0.039689
2876,993020.0,2.0017,0.040149
2877,993300.0,1.9003,0.039773
2878,993590.0,1.8095,0.039382
2879,993870.0,1.9168,0.039291
2880,994150.0,2.236,0.04006
2881,994430.0,2.9309,0.041215
2882,994720.0,3.5531,0.04227
2883,995000.0,3.2806,0.042316
2884,995290.0,2.6249,0.040951
2885,995570.0,2.1316,0.040304
2886,995850.0,1.8541,0.039775
2887,996140.0,1.6474,0.03974
2888,996420.0,1.8679,0.03997
2889,996700.0,1.9007,0.040219
2890,996990.0,1.8939,0.040035
2891,997270.0,1.8881,0.039616
2892,997560.0,1.9104,0.04039
2893,997840.0,2.0937,0.040057
2894,998130.0,2.0773,0.040217
2895,998410.0,2.4452,0.04036
2896,998700.0,2.2902,0.04023
2897,998980.0,2.4316,0.04003
2898,999270.0,2.5881,0.040872
2899,999550.0,3.5175,0.042252
2900,999840.0,4.5411,0.04416
2901,1000100.0,5.9394,0.046362
2902,1000400.0,6.3854,0.047151
2903,1000700.0,5.811,0.045656
2904,1001000.0,4.6827,0.044468
2905,1001300.0,4.7632,0.044141
2906,1001600.0,4.8464,0.044919
2907,1001800.0,4.638,0.044328
2908,1002100.0,4.4965,0.044771
2909,1002400.0,4.2176,0.044298
2910,1002700.0,4.3362,0.044134
2911,1003000.0,4.4409,0.044159
2912,1003300.0,4.7233,0.044634
2913,1003600.0,4.9523,0.044686
2914,1003800.0,5.0783,0.04477
2915,1004100.0,5.0343,0.04565
2916,1004400.0,4.8286,0.045849
2917,1004700.0,4.5994,0.045524
2918,1005000.0,4.4817,0.045083
2919,1005300.0,4.0155,0.044177
2920,1005600.0,3.6612,0.043779
2921,1005900.0,3.4419,0.043615
2922,1006200.0,3.4177,0.043667
2923,1006400.0,3.2234,0.042591
2924,1006700.0,2.9031,0.042955
2925,1007000.0,2.3617,0.041687
2926,1007300.0,2.2393,0.041389
2927,1007600.0,1.9887,0.041322
2928,1007900.0,1.833,0.041505
2929,1008200.0,2.1974,0.04146
2930,1008500.0,2.7834,0.042458
2931,1008800.0,3.2221,0.043354
2932,1009000.0,4.0339,0.044817
2933,1009300.0,4.0641,0.044601
2934,1009600.0,4.1268,0.044709
2935,1009900.0,4.2383,0.044618
2936,1010200.0,4.0192,0.044558
2937,1010500.0,3.7761,0.043704
2938,1010800.0,3.6194,0.044305
2939,1011100.0,3.5139,0.043914
2940,1011400.0,3.393,0.044071
2941,1011600.0,3.0628,0.043728
2942,1011900.0,2.9762,0.043585
2943,1012200.0,2.6894,0.043291
2944,1012500.0,2.6271,0.0432
2945,1012800.0,2.8132,0.042974
2946,1013100.0,2.8513,0.042859
2947,1013400.0,2.7538,0.043527
2948,1013700.0,2.4971,0.043736
2949,1014000.0,2.5885,0.04385
2950,1014300.0,2.6256,0.043715
2951,1014600.0,2.4409,0.043795
2952,1014900.0,2.4588,0.043551
2953,1015100.0,2.3304,0.04322
2954,1015400.0,2.4329,0.043788
2955,1015700.0,2.3891,0.043004
2956,1016000.0,2.507,0.043989
2957,1016300.0,2.0648,0.043192
2958,1016600.0,1.9254,0.042925
2959,1016900.0,1.8238,0.042592
2960,1017200.0,1.6737,0.042374
2961,1017500.0,1.4823,0.04201
2962,1017800.0,1.3067,0.04232
2963,1018100.0,1.5232,0.042393
2964,1018400.0,1.4579,0.042744
2965,1018700.0,1.4547,0.042716
2966,1019000.0,1.9221,0.043428
2967,1019200.0,2.0501,0.043253
2968,1019500.0,2.388,0.044264
2969,1019800.0,2.2212,0.043787
2970,1020100.0,1.757,0.043662
2971,1020400.0,1.2587,0.042468
2972,1020700.0,1.1743,0.04257
2973,1021000.0,0.91736,0.042034
2974,1021300.0,1.1131,0.04236
2975,1021600.0,1.0964,0.04228
2976,1021900.0,0.93006,0.042586
2977,1022200.0,1.271,0.042626
2978,1022500.0,1.3913,0.04244
2979,1022800.0,1.0881,0.042621
2980,1023100.0,1.0431,0.042489
2981,1023400.0,1.3586,0.043079
2982,1023700.0,1.5134,0.043492
